,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS
4271,666250,16-25,male,majority,0-9y,university,poverty,0.0,False,before 2015,False,False,32765,11000.0,sedan,0,0,0
4272,755766,65+,male,majority,30y+,university,upper class,0.499593215332363,True,after 2015,True,True,10238,11000.0,sedan,3,1,6
4273,634266,40-64,male,majority,20-29y,high school,upper class,0.6728746331104438,False,after 2015,True,True,10238,8000.0,sedan,3,0,2
4274,690562,65+,female,majority,20-29y,high school,upper class,0.8356412446550553,False,before 2015,True,True,32765,10000.0,sedan,3,0,0
4275,768829,65+,male,majority,30y+,university,upper class,0.5429139360138032,True,before 2015,True,True,32765,7000.0,sedan,11,0,2
4276,511404,40-64,female,majority,20-29y,high school,middle class,0.4588386634619821,True,before 2015,False,True,10238,10000.0,sedan,4,0,4
4277,441557,26-39,female,minority,10-19y,university,working class,0.4964612257037884,False,before 2015,False,True,32765,12000.0,sedan,0,1,0
4278,623684,40-64,male,majority,0-9y,university,upper class,0.4734631824689864,False,before 2015,True,True,32765,8000.0,sedan,0,0,0
4279,626277,40-64,male,minority,20-29y,university,upper class,0.4460944742887543,True,after 2015,False,True,10238,13000.0,sports car,6,2,7
4280,880820,65+,male,majority,30y+,university,upper class,0.4955533459614399,True,after 2015,True,True,10238,13000.0,sedan,3,1,3
4281,81428,65+,female,majority,0-9y,university,upper class,0.4774929541500663,False,before 2015,False,True,32765,13000.0,sedan,0,0,0
4282,383805,40-64,female,majority,0-9y,university,upper class,0.4745987661541453,True,after 2015,True,True,10238,13000.0,sedan,0,0,0
4283,682536,65+,male,majority,10-19y,university,upper class,0.6380566287269398,True,after 2015,True,True,10238,15000.0,sedan,0,0,0
4284,235140,16-25,male,minority,0-9y,high school,working class,0.3720972606876065,False,before 2015,False,True,32765,14000.0,sedan,0,0,0
4285,218682,26-39,female,majority,10-19y,none,poverty,0.4285438142554471,False,before 2015,False,True,10238,12000.0,sedan,0,0,1
4286,881617,26-39,female,majority,10-19y,university,upper class,0.5545379655354307,True,after 2015,False,False,10238,16000.0,sedan,0,0,1
4287,216688,40-64,male,majority,20-29y,university,upper class,0.586254297708767,True,before 2015,True,True,32765,10000.0,sedan,10,2,3
4288,844700,40-64,female,majority,10-19y,university,upper class,0.5527060586976403,True,after 2015,True,True,10238,9000.0,sedan,1,0,0
4289,762569,65+,female,majority,10-19y,university,upper class,0.6307167645609398,True,before 2015,False,True,32765,12000.0,sedan,1,0,0
4290,195356,40-64,female,majority,20-29y,none,middle class,0.4968856408377733,True,after 2015,False,True,10238,13000.0,sedan,1,0,1
4291,328612,40-64,female,majority,20-29y,high school,working class,0.4688958725441862,True,before 2015,False,True,10238,8000.0,sedan,4,0,0
4292,58468,26-39,male,minority,10-19y,none,poverty,0.3269451922754459,True,before 2015,False,True,32765,11000.0,sedan,1,0,0
4293,466304,26-39,female,majority,10-19y,university,upper class,0.5926907628730326,True,before 2015,False,True,10238,15000.0,sedan,3,0,0
4294,566905,16-25,male,majority,0-9y,university,working class,0.4087289251424027,False,before 2015,True,False,32765,11000.0,sedan,0,0,0
4295,684976,65+,female,majority,20-29y,university,upper class,0.5121409650657095,True,before 2015,True,True,32765,11000.0,sedan,4,0,0
4296,352818,40-64,female,majority,10-19y,university,upper class,0.6291183686908367,True,after 2015,False,True,32765,15000.0,sports car,0,0,0
4297,397329,40-64,male,majority,0-9y,high school,upper class,0.5566387394320059,True,after 2015,True,True,10238,5000.0,sedan,0,0,0
4298,486909,26-39,female,majority,10-19y,high school,working class,0.3387680692112217,False,before 2015,False,False,10238,14000.0,sedan,1,0,1
4299,57669,26-39,female,majority,0-9y,high school,middle class,0.5797885131299185,True,before 2015,True,True,10238,8000.0,sedan,0,0,0
4300,7002,16-25,male,majority,0-9y,university,working class,0.4246998935081101,True,before 2015,False,True,10238,16000.0,sedan,0,0,0
4301,275553,40-64,female,majority,20-29y,high school,upper class,0.6644292015000943,True,before 2015,False,True,10238,13000.0,sedan,2,1,2
4302,197417,40-64,male,majority,20-29y,university,upper class,0.6539520896541305,True,before 2015,True,True,32765,7000.0,sedan,8,1,3
4303,496928,26-39,male,majority,10-19y,none,poverty,0.5589694924623478,True,before 2015,False,True,32765,11000.0,sedan,3,1,0
4304,539170,16-25,male,majority,0-9y,university,upper class,0.5181926485336383,True,after 2015,False,False,10238,11000.0,sedan,0,0,0
4305,698548,26-39,male,majority,0-9y,university,middle class,0.0,False,before 2015,True,True,32765,8000.0,sedan,0,0,0
4306,790367,65+,male,minority,0-9y,none,upper class,0.5477426092642328,True,after 2015,True,True,10238,10000.0,sports car,0,0,0
4307,724516,40-64,male,majority,10-19y,high school,middle class,0.6731197410249281,True,before 2015,True,True,32765,10000.0,sedan,1,0,0
4308,90447,26-39,male,minority,10-19y,none,working class,0.0,True,before 2015,True,True,10238,12000.0,sedan,2,1,1
4309,520159,65+,female,majority,30y+,none,working class,0.5029382551910931,False,before 2015,True,False,10238,15000.0,sedan,1,0,2
4310,727579,26-39,female,majority,0-9y,university,upper class,0.6386459151478944,True,before 2015,False,True,32765,12000.0,sedan,0,0,0
4311,859449,40-64,male,majority,20-29y,university,middle class,0.5372112166423622,True,before 2015,False,False,10238,15000.0,sedan,1,2,1
4312,892539,65+,male,minority,0-9y,none,upper class,0.5440336665163721,False,before 2015,True,True,10238,9000.0,sedan,0,0,0
4313,557142,65+,female,majority,0-9y,high school,upper class,0.6422872856222149,False,after 2015,True,True,10238,9000.0,sports car,0,0,0
4314,534080,40-64,male,majority,10-19y,university,upper class,0.4046021758569752,True,after 2015,True,False,10238,15000.0,sedan,0,0,0
4315,876030,16-25,male,majority,0-9y,none,poverty,0.4361154831961551,False,before 2015,False,True,32765,15000.0,sedan,0,0,0
4316,502222,26-39,male,majority,10-19y,university,middle class,0.6572279819218579,True,before 2015,False,True,32765,10000.0,sedan,4,1,0
4317,876186,26-39,female,majority,10-19y,high school,working class,0.2544232618789974,True,before 2015,False,False,10238,11000.0,sports car,0,1,0
4318,822554,40-64,male,majority,20-29y,high school,upper class,0.6192855160029541,True,after 2015,True,True,10238,13000.0,sedan,1,0,3
4319,960015,16-25,female,majority,0-9y,high school,poverty,0.2837973974036036,False,before 2015,False,True,32765,11000.0,sedan,0,0,0
4320,367223,26-39,female,majority,10-19y,none,middle class,0.4860998376306382,False,after 2015,False,False,10238,17000.0,sedan,1,0,0
4321,891460,16-25,female,minority,0-9y,none,poverty,0.4140194915050581,True,before 2015,False,False,10238,16000.0,sedan,0,0,0
4322,137992,26-39,female,majority,10-19y,high school,middle class,0.5494170438158834,True,before 2015,True,True,10238,12000.0,sedan,0,0,2
4323,883235,40-64,male,majority,20-29y,university,upper class,0.5648446174027543,True,after 2015,True,True,32765,5000.0,sports car,8,2,4
4324,687151,16-25,male,majority,0-9y,university,working class,0.3237387751618438,True,before 2015,False,False,10238,13000.0,sedan,0,0,0
4325,18019,26-39,female,majority,10-19y,high school,poverty,0.4680109816957202,True,before 2015,True,False,32765,11000.0,sedan,2,1,1
4326,451869,65+,male,majority,20-29y,university,upper class,0.5538531509542752,True,before 2015,True,True,10238,11000.0,sedan,3,1,5
4327,126191,16-25,female,majority,0-9y,high school,poverty,0.3896712283241473,False,before 2015,False,False,32765,11000.0,sports car,0,0,0
4328,794478,40-64,male,majority,20-29y,university,upper class,0.7412951424667544,True,before 2015,True,True,10238,8000.0,sedan,0,0,4
4329,608297,26-39,male,majority,10-19y,none,poverty,0.0,False,before 2015,False,False,10238,12000.0,sedan,1,0,3
4330,554781,26-39,female,majority,0-9y,none,poverty,0.2743718536582971,False,before 2015,False,False,32765,10000.0,sedan,0,0,0
4331,600208,26-39,female,minority,10-19y,none,poverty,0.5032461856158662,False,before 2015,True,True,10238,10000.0,sedan,1,0,2
4332,880371,26-39,male,majority,10-19y,high school,poverty,0.2606224091335968,False,before 2015,False,True,32765,12000.0,sedan,6,0,0
4333,591674,65+,female,majority,10-19y,high school,upper class,0.6235512105970467,False,before 2015,True,True,32765,12000.0,sedan,4,0,2
4334,946022,40-64,female,majority,20-29y,high school,upper class,0.5679118054383314,True,before 2015,False,True,10238,13000.0,sedan,2,0,1
4335,684432,26-39,male,majority,10-19y,university,middle class,0.5315681020693871,False,before 2015,True,False,10238,13000.0,sedan,1,0,2
4336,847094,26-39,male,majority,10-19y,none,poverty,0.3377927034554485,False,before 2015,False,False,32765,9000.0,sports car,3,0,0
4337,847123,26-39,male,majority,10-19y,university,middle class,0.6010544919804129,True,before 2015,False,False,32765,11000.0,sedan,5,1,0
4338,85694,26-39,female,majority,10-19y,university,upper class,0.8051424796194883,True,after 2015,True,True,10238,11000.0,sedan,2,0,0
4339,287995,26-39,male,majority,0-9y,high school,middle class,0.4840656050048584,True,before 2015,True,True,10238,11000.0,sedan,0,0,0
4340,124905,26-39,male,majority,10-19y,none,working class,0.4641418595822629,True,before 2015,False,False,10238,12000.0,sedan,1,0,1
4341,713446,26-39,female,majority,10-19y,high school,upper class,0.7562320518124087,True,after 2015,True,False,10238,11000.0,sedan,2,0,0
4342,166007,40-64,male,majority,20-29y,university,upper class,0.6408993090624918,True,before 2015,False,False,10238,15000.0,sedan,1,0,0
4343,555505,26-39,male,majority,10-19y,high school,working class,0.4244052719925573,False,before 2015,True,True,92101,15000.0,sedan,0,0,2
4344,475782,65+,female,minority,30y+,university,upper class,0.5044433469485096,True,before 2015,True,True,32765,8000.0,sedan,3,2,3
4345,857764,26-39,female,majority,10-19y,high school,working class,0.279203352185019,False,after 2015,False,False,10238,14000.0,sedan,0,0,0
4346,29307,26-39,female,majority,10-19y,high school,middle class,0.0,False,before 2015,False,True,32765,12000.0,sedan,2,1,0
4347,67451,26-39,male,majority,0-9y,high school,middle class,0.535099309674635,True,before 2015,True,False,10238,11000.0,sedan,0,0,0
4348,417052,40-64,female,majority,10-19y,high school,middle class,0.5278690369131379,False,before 2015,True,True,32765,7000.0,sedan,3,0,1
4349,420358,65+,female,majority,30y+,high school,middle class,0.7148460209664852,True,after 2015,False,True,32765,10000.0,sedan,7,1,3
4350,279012,16-25,female,majority,0-9y,none,poverty,0.4335349732716725,False,before 2015,False,True,10238,16000.0,sedan,0,0,0
4351,46823,26-39,male,majority,0-9y,university,middle class,0.4674817919871914,True,after 2015,True,False,10238,9000.0,sedan,0,0,0
4352,422329,65+,female,majority,30y+,university,upper class,0.0,True,before 2015,False,True,10238,10000.0,sedan,5,0,1
4353,239916,65+,male,majority,20-29y,high school,upper class,0.6842330529891665,True,after 2015,True,True,21217,12000.0,sedan,2,0,1
4354,200687,26-39,male,majority,10-19y,high school,middle class,0.3555810756161334,True,before 2015,True,True,10238,12000.0,sedan,2,0,3
4355,174696,65+,male,majority,30y+,university,upper class,0.5851438498282167,True,before 2015,True,True,10238,9000.0,sedan,1,3,1
4356,3413,65+,male,majority,30y+,university,upper class,0.4507950284447316,True,after 2015,False,True,32765,13000.0,sedan,9,3,3
4357,855494,16-25,female,majority,0-9y,university,working class,0.4525725494473919,False,before 2015,False,False,10238,13000.0,sedan,0,0,0
4358,149003,40-64,male,majority,20-29y,high school,middle class,0.4445139630544579,False,after 2015,True,True,92101,11000.0,sedan,6,0,4
4359,148740,40-64,female,majority,10-19y,university,upper class,0.5148379386857838,True,after 2015,True,True,10238,11000.0,sedan,0,1,2
4360,49260,40-64,female,majority,20-29y,high school,upper class,0.6519464626674301,False,before 2015,False,True,10238,13000.0,sedan,0,0,0
4361,271725,26-39,female,majority,0-9y,university,working class,0.4430145479425897,True,before 2015,False,True,32765,10000.0,sedan,0,0,0
4362,976188,40-64,male,majority,10-19y,high school,working class,0.3742583260822819,False,before 2015,False,True,10238,12000.0,sedan,1,1,1
4363,373662,65+,male,majority,30y+,university,upper class,0.6101291854145474,True,after 2015,True,True,10238,13000.0,sedan,2,1,4
4364,579302,16-25,male,minority,0-9y,high school,working class,0.3727521731241363,True,before 2015,False,False,32765,14000.0,sedan,0,0,0
4365,13172,65+,female,majority,30y+,university,upper class,0.6160987648933925,True,before 2015,True,True,10238,10000.0,sedan,1,2,5
4366,800606,65+,female,majority,30y+,university,upper class,0.4909965150866821,True,before 2015,True,True,32765,5000.0,sedan,4,0,4
4367,135645,26-39,male,majority,10-19y,high school,upper class,0.548390842965459,True,after 2015,True,True,21217,10000.0,sedan,0,0,0
4368,303552,26-39,female,majority,10-19y,high school,middle class,0.469221801432757,True,before 2015,False,False,32765,10000.0,sedan,2,0,2
4369,976509,16-25,male,majority,0-9y,high school,working class,0.3748645128732443,False,before 2015,False,False,32765,14000.0,sedan,0,0,0
4370,141127,26-39,female,majority,10-19y,none,working class,0.3821163478434951,True,before 2015,True,False,10238,10000.0,sedan,1,0,1
4371,706731,65+,female,majority,0-9y,university,upper class,0.5442840095847793,True,before 2015,True,True,32765,10000.0,sedan,0,0,0
4372,641250,40-64,male,majority,0-9y,university,upper class,0.7289629571901667,True,before 2015,True,True,10238,12000.0,sedan,0,0,0
4373,456377,26-39,female,majority,10-19y,university,working class,0.0,True,before 2015,False,True,10238,14000.0,sedan,0,0,1
4374,475769,65+,female,majority,30y+,high school,upper class,0.6317162489968055,True,before 2015,True,True,10238,9000.0,sedan,4,0,3
4375,208394,16-25,female,majority,0-9y,none,poverty,0.2957938284988567,True,before 2015,False,False,32765,12000.0,sedan,0,0,0
4376,732204,65+,male,majority,10-19y,university,upper class,0.7594145181481192,True,before 2015,True,True,10238,12000.0,sedan,0,1,3
4377,825218,26-39,female,majority,0-9y,high school,working class,0.3006288858443253,True,before 2015,False,True,10238,12000.0,sedan,0,0,0
4378,605712,26-39,female,majority,0-9y,none,middle class,0.5840322145419959,True,before 2015,True,True,10238,9000.0,sedan,0,0,0
4379,316348,26-39,male,minority,10-19y,university,middle class,0.4441523710087175,True,before 2015,False,True,32765,11000.0,sedan,4,0,1
4380,775470,65+,male,majority,20-29y,university,upper class,0.4527311642074429,True,before 2015,True,True,10238,9000.0,sedan,3,0,5
4381,429865,65+,male,majority,30y+,high school,upper class,0.6427072842693191,True,before 2015,True,True,10238,13000.0,sedan,3,0,5
4382,507630,16-25,female,minority,0-9y,none,working class,0.3363792834475979,True,before 2015,False,False,10238,16000.0,sedan,0,0,0
4383,619605,40-64,male,majority,0-9y,high school,working class,0.4410965972714857,True,before 2015,False,True,10238,16000.0,sports car,0,0,0
4384,529048,16-25,female,majority,0-9y,none,poverty,0.261335712354411,True,before 2015,False,True,10238,16000.0,sedan,0,0,0
4385,702390,40-64,female,majority,10-19y,high school,working class,0.5644548897521487,False,after 2015,False,True,10238,9000.0,sedan,1,0,0
4386,500209,26-39,female,majority,10-19y,none,poverty,0.2229377578003164,False,before 2015,False,True,32765,12000.0,sports car,1,0,1
4387,509863,26-39,male,majority,10-19y,high school,middle class,0.4681936407232367,True,before 2015,True,False,10238,10000.0,sports car,2,0,1
4388,248818,26-39,male,majority,10-19y,university,middle class,0.4831697647361444,True,after 2015,True,True,10238,10000.0,sedan,4,0,1
4389,26194,65+,male,majority,20-29y,high school,middle class,0.5075091029971444,True,before 2015,False,False,10238,14000.0,sedan,4,1,6
4390,453174,40-64,male,majority,10-19y,high school,middle class,0.5757887710277748,True,before 2015,False,True,10238,14000.0,sedan,1,0,3
4391,391433,16-25,male,majority,0-9y,high school,working class,0.5258578434064174,True,before 2015,False,False,10238,18000.0,sedan,0,0,0
4392,483077,26-39,female,majority,10-19y,none,middle class,0.6177517413016478,False,before 2015,True,True,32765,9000.0,sedan,2,0,0
4393,9857,65+,female,majority,30y+,university,upper class,0.5086065492247792,True,before 2015,True,True,10238,9000.0,sedan,3,0,3
4394,373718,16-25,male,majority,0-9y,high school,working class,0.3828235905144389,True,after 2015,False,False,10238,16000.0,sedan,0,0,0
4395,541154,26-39,female,majority,10-19y,high school,working class,0.3805117338808333,True,before 2015,False,True,10238,17000.0,sedan,1,0,0
4396,571360,26-39,male,majority,10-19y,none,working class,0.4544642815297128,False,before 2015,False,True,10238,15000.0,sedan,3,0,2
4397,293395,16-25,female,majority,0-9y,high school,working class,0.0,True,before 2015,False,False,32765,15000.0,sedan,0,0,0
4398,536951,40-64,male,majority,0-9y,university,upper class,0.6043960242703331,True,before 2015,True,True,10238,12000.0,sedan,0,0,0
4399,135855,26-39,male,majority,0-9y,university,upper class,0.0,True,before 2015,False,True,32765,12000.0,sedan,0,0,0
4400,364151,65+,female,majority,30y+,high school,upper class,0.6844905315437373,True,after 2015,False,True,10238,9000.0,sedan,5,0,3
4401,500060,40-64,male,majority,10-19y,university,upper class,0.8155105319665683,True,before 2015,False,False,10238,21000.0,sedan,0,0,0
4402,147705,26-39,male,majority,10-19y,high school,middle class,0.5550090731834464,True,before 2015,False,True,32765,7000.0,sedan,2,0,1
4403,616946,65+,male,majority,20-29y,high school,upper class,0.0,True,after 2015,False,True,10238,12000.0,sedan,3,0,0
4404,698433,40-64,male,majority,20-29y,high school,middle class,0.4109851290714213,False,before 2015,True,False,10238,15000.0,sedan,3,1,1
4405,152981,26-39,female,majority,10-19y,high school,working class,0.4194678754342423,False,before 2015,False,False,92101,15000.0,sports car,0,0,1
4406,50342,16-25,male,majority,0-9y,high school,working class,0.4344654911466842,True,before 2015,False,False,10238,15000.0,sedan,0,0,0
4407,66769,26-39,female,majority,10-19y,high school,upper class,0.0,True,after 2015,True,True,10238,14000.0,sedan,0,0,0
4408,442318,26-39,female,majority,10-19y,high school,middle class,0.6256430991610666,True,before 2015,False,True,10238,13000.0,sedan,1,1,1
4409,921070,26-39,male,majority,0-9y,none,working class,0.4697749576369592,True,before 2015,False,False,10238,19000.0,sedan,0,0,0
4410,260636,26-39,male,majority,10-19y,university,working class,0.2785622328432288,True,before 2015,False,False,10238,13000.0,sedan,0,0,0
4411,90623,26-39,male,majority,10-19y,none,working class,0.4217476842268335,False,before 2015,False,True,92101,13000.0,sports car,1,0,1
4412,454230,65+,male,majority,20-29y,university,upper class,0.6204753127320177,True,after 2015,False,False,10238,20000.0,sedan,2,0,0
4413,8852,26-39,female,minority,10-19y,high school,middle class,0.6689812112447873,True,before 2015,False,True,32765,20000.0,sports car,3,0,0
4414,81701,65+,male,majority,30y+,high school,middle class,0.6984843588459909,True,before 2015,True,False,10238,8000.0,sedan,1,0,8
4415,47095,26-39,female,majority,10-19y,none,poverty,0.3681179148654697,True,before 2015,False,False,10238,17000.0,sedan,0,1,0
4416,96376,16-25,female,minority,0-9y,none,poverty,0.3092953102442031,False,before 2015,False,True,32765,13000.0,sedan,0,0,0
4417,918589,26-39,female,majority,10-19y,none,poverty,0.0,False,before 2015,False,False,32765,15000.0,sedan,2,0,0
4418,403742,16-25,female,majority,0-9y,high school,poverty,0.3890781292033455,False,before 2015,False,False,10238,15000.0,sedan,0,0,0
4419,920656,26-39,male,majority,0-9y,university,upper class,0.4466584539044658,True,before 2015,True,True,10238,3000.0,sedan,0,0,0
4420,473544,26-39,female,majority,10-19y,university,middle class,0.4963759417869247,True,before 2015,True,True,10238,3000.0,sedan,2,0,1
4421,72568,65+,female,majority,30y+,high school,upper class,0.5704071780719698,True,after 2015,True,True,10238,11000.0,sedan,2,0,3
4422,80089,40-64,female,majority,20-29y,university,upper class,0.7972187504783907,True,after 2015,True,True,10238,7000.0,sedan,2,0,1
4423,853693,26-39,male,majority,10-19y,none,middle class,0.4292448592231091,True,after 2015,True,True,92101,11000.0,sedan,3,0,1
4424,690509,65+,female,majority,30y+,high school,upper class,0.4815070547969057,True,after 2015,True,True,10238,11000.0,sedan,3,0,4
4425,446055,26-39,female,minority,10-19y,high school,working class,0.5987035901621804,True,before 2015,False,True,32765,8000.0,sedan,1,0,0
4426,881386,40-64,female,majority,20-29y,university,upper class,0.5677376065084613,True,after 2015,True,True,10238,11000.0,sedan,0,0,3
4427,22899,16-25,male,majority,0-9y,university,working class,0.5795616081745322,True,after 2015,False,True,21217,11000.0,sedan,0,0,0
4428,268247,16-25,male,majority,0-9y,university,middle class,0.4589791271064004,False,before 2015,False,True,10238,12000.0,sedan,0,0,0
4429,876300,65+,female,majority,10-19y,none,working class,0.5604330905011693,False,before 2015,True,True,10238,9000.0,sedan,0,0,1
4430,209500,65+,male,majority,30y+,high school,upper class,0.4749449197589778,True,before 2015,True,True,32765,10000.0,sedan,5,2,3
4431,215555,65+,female,majority,30y+,university,upper class,0.6318939098560339,True,after 2015,True,True,21217,10000.0,sedan,3,0,1
4432,229417,16-25,male,majority,0-9y,high school,middle class,0.3429919679805145,True,before 2015,False,False,32765,11000.0,sedan,0,0,0
4433,561094,16-25,female,majority,0-9y,none,working class,0.3726072321973579,False,before 2015,False,True,10238,13000.0,sedan,0,0,0
4434,391837,65+,male,majority,20-29y,high school,working class,0.3133649001918091,True,before 2015,False,True,10238,16000.0,sedan,0,0,2
4435,429676,65+,female,majority,0-9y,university,upper class,0.7105541821801868,False,after 2015,True,True,10238,6000.0,sedan,0,0,0
4436,354117,16-25,male,majority,0-9y,high school,middle class,0.5692990604033793,True,before 2015,False,True,10238,16000.0,sedan,0,0,0
4437,992537,16-25,female,majority,0-9y,none,poverty,0.3502986139950299,False,before 2015,True,True,10238,16000.0,sedan,0,0,0
4438,983202,16-25,female,majority,0-9y,high school,poverty,0.125876021475771,False,before 2015,False,False,10238,13000.0,sedan,0,0,0
4439,967276,65+,female,majority,20-29y,university,upper class,0.4724972715175827,True,before 2015,True,True,32765,8000.0,sedan,5,0,0
4440,41793,65+,female,majority,30y+,high school,middle class,0.4769839114431049,False,before 2015,True,True,10238,8000.0,sedan,7,1,7
4441,584478,40-64,male,majority,20-29y,high school,middle class,0.5201339798328273,False,before 2015,False,False,10238,15000.0,sedan,0,1,4
4442,776567,16-25,female,majority,0-9y,high school,working class,0.3619797686528825,True,before 2015,True,True,32765,9000.0,sedan,0,0,0
4443,817281,65+,male,majority,10-19y,high school,upper class,0.6493051965795881,True,after 2015,True,False,10238,9000.0,sedan,0,0,2
4444,323683,26-39,male,majority,10-19y,university,upper class,0.6146055541785024,True,before 2015,True,False,10238,13000.0,sedan,2,0,2
4445,693802,65+,male,majority,20-29y,high school,upper class,0.5007809330173665,True,before 2015,True,True,10238,12000.0,sedan,3,1,4
4446,542178,40-64,female,majority,20-29y,university,upper class,0.4342868826115913,True,before 2015,True,True,10238,8000.0,sedan,2,0,3
4447,974769,26-39,female,majority,10-19y,university,upper class,0.7387942652421202,True,after 2015,True,False,32765,7000.0,sedan,1,1,2
4448,348914,65+,male,majority,30y+,university,upper class,0.611025804696296,True,before 2015,True,True,32765,11000.0,sedan,9,2,0
4449,359584,16-25,female,majority,0-9y,high school,poverty,0.4785171808870951,False,before 2015,False,False,32765,11000.0,sedan,0,0,0
4450,804909,26-39,female,minority,0-9y,none,working class,0.6617623171027551,False,before 2015,False,False,32765,12000.0,sedan,0,0,0
4451,283904,40-64,male,majority,20-29y,high school,middle class,0.5413064292913027,False,after 2015,True,True,10238,15000.0,sedan,3,1,5
4452,170475,40-64,female,minority,0-9y,high school,middle class,0.5000213867376812,False,after 2015,True,True,10238,7000.0,sedan,0,0,0
4453,46953,16-25,female,majority,0-9y,high school,working class,0.3719966212360733,True,after 2015,False,False,32765,13000.0,sedan,0,0,0
4454,383201,26-39,male,majority,10-19y,university,middle class,0.3733517484190592,True,after 2015,False,True,32765,12000.0,sedan,2,0,1
4455,899525,40-64,male,minority,10-19y,high school,working class,0.3676999467873958,False,before 2015,False,True,10238,11000.0,sedan,3,0,1
4456,317463,16-25,female,majority,0-9y,university,middle class,0.5166275624988707,True,before 2015,True,True,32765,11000.0,sports car,0,0,0
4457,326735,16-25,male,majority,0-9y,none,poverty,0.0,False,before 2015,False,False,10238,13000.0,sedan,0,0,0
4458,687918,40-64,male,majority,0-9y,university,middle class,0.3799769303710112,True,before 2015,True,True,32765,8000.0,sedan,0,0,0
4459,940917,26-39,female,minority,10-19y,none,poverty,0.2906585782861853,False,before 2015,False,True,10238,11000.0,sedan,0,0,0
4460,524531,65+,male,majority,0-9y,university,upper class,0.5664803541417762,True,after 2015,True,True,92101,13000.0,sedan,0,0,0
4461,479053,65+,male,majority,0-9y,university,upper class,0.6537539401202856,True,before 2015,True,True,10238,12000.0,sedan,0,0,0
4462,394712,40-64,female,majority,20-29y,university,upper class,0.7803260213286224,True,before 2015,True,True,10238,11000.0,sedan,3,2,2
4463,91223,40-64,male,majority,10-19y,university,upper class,0.4756415573198944,True,before 2015,False,True,32765,11000.0,sedan,3,0,1
4464,193127,16-25,male,majority,0-9y,high school,poverty,0.4171379042012048,False,before 2015,False,True,32765,9000.0,sedan,0,0,0
4465,699351,16-25,male,majority,0-9y,university,poverty,0.3062405743253307,False,before 2015,False,False,10238,9000.0,sedan,0,0,0
4466,621378,40-64,female,majority,20-29y,high school,middle class,0.6542522695839297,True,before 2015,True,True,10238,14000.0,sedan,0,0,5
4467,808297,40-64,female,majority,20-29y,university,upper class,0.6313729366403598,True,before 2015,True,True,10238,14000.0,sedan,1,0,1
4468,392873,26-39,female,majority,10-19y,university,upper class,0.7271021840599643,True,after 2015,True,False,32765,10000.0,sedan,1,0,1
4469,881691,26-39,female,majority,10-19y,university,middle class,0.6363897020686304,False,after 2015,False,True,10238,14000.0,sedan,2,0,1
4470,230742,16-25,female,majority,0-9y,university,middle class,0.6002715507045969,True,before 2015,False,True,32765,11000.0,sedan,0,0,0
4471,560257,26-39,male,majority,10-19y,high school,working class,0.3563552245022904,True,before 2015,False,True,10238,11000.0,sedan,0,0,2
4472,496641,65+,female,majority,30y+,none,upper class,0.0,True,before 2015,True,False,32765,14000.0,sedan,2,1,0
4473,414136,16-25,male,minority,0-9y,none,poverty,0.2780592730162457,False,before 2015,False,False,32765,13000.0,sedan,0,0,0
4474,786140,26-39,male,majority,10-19y,university,middle class,0.4734694426803175,True,before 2015,False,False,10238,13000.0,sedan,1,0,1
4475,830971,40-64,female,minority,0-9y,high school,middle class,0.5705501188346498,False,before 2015,False,True,10238,13000.0,sedan,0,0,0
4476,932512,65+,male,majority,30y+,university,upper class,0.6150164518767631,True,after 2015,True,True,92101,12000.0,sedan,7,1,2
4477,613882,40-64,female,majority,10-19y,university,upper class,0.6382398477061927,True,before 2015,True,True,10238,12000.0,sedan,3,0,0
4478,879172,26-39,female,majority,10-19y,none,poverty,0.3687405751299056,False,before 2015,False,True,10238,10000.0,sedan,0,1,0
4479,500659,40-64,male,majority,20-29y,university,upper class,0.5301296786789398,True,before 2015,True,True,10238,7000.0,sedan,7,1,7
4480,201965,16-25,male,majority,0-9y,high school,working class,0.2937734797657989,True,after 2015,True,False,10238,15000.0,sedan,0,0,0
4481,197083,40-64,male,minority,0-9y,high school,middle class,0.496348566024565,True,before 2015,True,True,32765,9000.0,sedan,0,0,0
4482,498176,40-64,female,majority,0-9y,high school,upper class,0.5674248512153593,True,before 2015,False,False,32765,9000.0,sedan,0,0,0
4483,645105,65+,male,majority,0-9y,university,upper class,0.0,True,after 2015,True,True,32765,7000.0,sedan,0,0,0
4484,188850,40-64,female,majority,20-29y,none,middle class,0.5104519008425812,True,before 2015,True,True,10238,13000.0,sedan,2,0,0
4485,868965,40-64,male,majority,20-29y,high school,upper class,0.6259845554110721,True,after 2015,True,True,10238,9000.0,sedan,5,0,4
4486,85611,16-25,female,majority,0-9y,none,poverty,0.2742965947555988,False,before 2015,False,True,10238,13000.0,sedan,0,0,0
4487,799734,26-39,male,majority,0-9y,university,upper class,0.3995197370775148,True,before 2015,False,False,10238,12000.0,sedan,0,0,0
4488,537020,65+,female,majority,20-29y,university,upper class,0.6131027456976457,True,before 2015,True,True,32765,11000.0,sedan,2,0,1
